"name";"intcode";"barcode";"price";"dept";"tag";"unit"
"355";"Материнская плата SocketAM2+ GIGABYTE ""GA-M68M-S2P"" (GeForce7025, 2xDDR2, U133, SATA II-RAID, PCI-E,";"1909.95";"Россия";"0"
"356";"Накопитель USB flash 4ГБ Kingston ""DataTraveler 100 Generation 2"" DT100G2/4GB (USB2.0)	";"280";"Россия";"0"
"358";"Диск DVD+RW 4.7ГБ ";"50";"КНР";"null"
"359";"Футляр CD 2 прозрачный /200/";"10";"Россия";"0"
"360";"Видеокарта PCI-E 512МБ ASUS ""EN8400GS/P(LP)"" (GeForce 8400 GS, DDR2, D-Sub, DVI)";"1369.99";"Россия";"0"
"361";"Картридж Samsung ""ML-1210"" для ML-1010/1020/1210/1220/1250";"1100";"КНР";"null"
"362";"Тонер для HP LJ 1005/1006/1505 (фл. 100г) B&W Standart";"77";"Россия";"0"
"363";"Тонер для HP LJ 1010/1012/1015/1018/1020 (110г) B&W Standart";"65";"Россия";"0"
"364";"Тонер для HP LJ 1100/1150/3100 (фл. 140г) B&W Standart";"80";"Россия";"0"
"365";"Тонер для HP LJ 1160/1320 (фл. 120г) AQC";"68,74";"Россия";"0"
"366";"Фотобарабан для HP LJ 1010/1012/1015 (Fuji)";"110";"Россия";"0"
"367";"Корпус Miditower Codegen ""3337-A2"" ATX, черно-серебр. (450Вт)";"1349,95";"Россия";"0"
"368";"Кулер для процессора Socket775 Intel D34017 (медный сердечник)";"350";"Россия";"0"
"369";"Процессор Intel ""Pentium Dual-Core E6500"" (2.93ГГц, 2МБ, 1066МГц, EM64T) Socket775";"2744,95";"Россия";"0"
"370";"Удлинитель USB 2.0 (тип A) (0,9м)";"40";"Россия";"0"
"371";"Клавиатура BTC ""5211"", 104+4кн., черный (USB)";"349";"Россия";"0"
"372";"Видеокарта PCI-E 512МБ Palit ""GeForce GT 240"" (GeForce GT 240, DDR5, D-Sub, DVI, HDMI)";"2655";"Россия";"0"
"373";"Акустическая система стерео Genius ""SP-E200""";"510";"Россия";"0"
"374";"Корпус Miditower Codegen ""3340-A11"" ATX 2.03, черно-серебр. (450Вт, ATX12V V2.03)";"1495";"Россия";"0"
"375";"Новогодняя елка светящаяся ORIENT ""335D"" (USB)";"190";"Россия";"0"
"376";"Тонер для Samsung ML-1210/1250/4500 (фл. 85г) B&W";"65";"Россия";"0"
"383";"Процессор Intel Pentium D 3.2 ГГц/2Мб/800МГц LGA775";"1530";"Россия";"0"
"384";"Жесткий диск 250 Gb SATA-II 300 Western Digital <2500AAKS> 7200rpm 16Mb";"1400";"Россия";"0"
"385";"Системный блок (Celeron D 3.6,775,G945M,2Gb,500Gb,GNS,GK,G-SP)";"9300";"Россия";"0"
"386";"Монитор Samsung SyncMaster 15";"2000";"Россия";"0"
"387";"Видеокарта PCI-E 512МБ Palit ""GeForce 8400 GS Super"" NE28400SFHD56-N2181 (GeForce 8400 GS, DDR2, D-S	2";"1285";"Россия";"0"
"389";"Модуль оперативной памяти 2ГБ DDR3 SDRAM Kingston ""ValueRAM"" KVR1333D3N9/2G (PC10600, 1333МГц, CL9)";"670";"Россия";"0"
"390";"Материнская плата SocketAM3 GIGABYTE ""GA-M52LT-D3"" rev.2.3 (nForce 520LE, 4xDDR3, U133, SATA II-RAID";"2180";"Россия";"0"
"391";"Системный блок (Celeron DC 2.8 ,775,G945M,2Gb,500Gb,GNS,GK,G-SP,GF8400)";"0";"Россия";"0"
"392";"Видеокарта PCI-E 1024МБ PowerColor ""Radeon HD 5770"" AX5770 1GBD5-H (Radeon HD 5770, DDR5, D-Sub, DVI";"5345";"Россия";"0"
"393";"Бумага для фото-печати Lomond 0102035 (10x15см, 230г/кв.м, 50л., глянц.)";"90";"Россия";"0"
"394";"Гарнитура Cosonic ""CD-850MV"" с регулятором громкости";"390";"Россия";"0"
"395";"Гарнитура Sven ""SEB 26 BK""";"310";"Россия";"0"
"396";"Кабель VGA (PRO) 15x15 сигнальный (3.0м)";"150";"Россия";"0"
"398";"Корпус Miditower Codegen ""3336-A2"" ATX 2.03, черно-серый (450Вт, ATX12V V2.03)";"1670";"Россия";"0"
"399";"Устройство чтения карт памяти CF/SM/MD/miniSD/microSD/SDHC/MMC Micro/XD/MS Microsonic ""57-in-1 CR82""";"230";"Россия";"0"
"400";"Брелок для поиска ключей/вещей (отзывается на свист ) Orient KF-416, встроенный фонарик (1 LED)";"185";"Россия";"0"
"401";"Сканер HP G 2410";"2630";"Россия";"0"
"402";"Бумага офисная ""Снегурочка"" (A4, 80г/кв.м)";"215";"Россия";"null"
"403";"Тонер для HP LJ 1010/1012/1015/1018/1020 (110г) B&W Standart	5";"62";"Россия";"0"
"404";"Клавиатура Genius ""KB-06XE"", 104+1кн., чёрный (PS/2)";"200";"Россия";"0"
"405";"Накопитель USB flash 8ГБ Transcend ""JetFlash 330"" TS8GJF330 (USB2.0)";"420";"Россия";"0"
"406";"Процессор AMD ""Athlon II X3 440"" (3.00ГГц, 3x512КБ, HT2000МГц) SocketAM3";"2755";"Россия";"0"
"407";"Видеокарта PCI-E 512МБ Palit ""GeForce GT 240"" (GeForce GT 240, DDR3, D-Sub, DVI, HDMI)";"2515";"Россия";"0"
"408";"Жесткий диск 1000ГБ Western Digital ""Caviar Green WD10EARS"", 64МБ (SATA II)";"2410";"Россия";"0"
"409";"Кулер для процессора Socket754/939/940/AM2/AM3/F GlacialTech ""Igloo 7321 (E)""";"276.5";"Россия";"0"
"410";"Кулер для процессора Socket754/939/940/AM2/F GlacialTech ""Igloo 7321 Light (E)""";"276.5";"Россия";"0"
"411";"Накопитель USB flash64 ГБ A-DATA ""My Flash RB19"", водонепроницаемый корпус (USB2.0)";"950";"КНР";"null"
"412";"Заправка картриджа samsung D101S";"350";"Россия";"null"
"413";"Видеокарта PCI-E 1024МБ Palit ""GeForce GT 430"" (GeForce GT 430, DDR3, D-Sub, DVI, HDMI)";"2850";"Россия";"0"
"414";"Накопитель USB flash 4ГБ Kingston ""DataTraveler Generation 3"" DTIG3/4GB (USB2.0)";"250";"Россия";"0"
"416";"Гарнитура SVEN ""AP-860М""";"590";"КНР";"null"
"417";"Кабель USB 2.0 соединительный USB AB (5.0м)";"180";"Россия";"0"
"418";"Корпус Miditower Codegen ""3335-A2"", ATX, черно-серый (450Вт)";"1900";"Россия";"0"
